score
0.0
0.0
0.0
0.10000000149011612
0.10000000149011612
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.4000000059604645
0.20000000298023224
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.10000000149011612
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.30000000447034836
0.10000000149011612
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.10000000149011612
0.0
0.0
0.10000000149011612
0.10000000149011612
0.0
0.0
0.10000000149011612
0.0
0.0
0.0
0.0
0.0
0.0
0.10000000149011612
0.0
0.0
0.20000000298023224
0.10000000149011612
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.10000000149011612
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.10000000149011612
0.0
0.0
0.0
0.0
0.0
0.0
0.10000000149011612
0.0
0.10000000149011612
0.10000000149011612
0.0
0.0
0.0
0.10000000149011612
0.10000000149011612
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.20000000298023224
0.0
0.0
0.0
0.0
0.0
0.0
0.10000000149011612
0.0
0.0
0.10000000149011612
0.0
0.0
0.0
0.10000000149011612
0.0
0.10000000149011612
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.10000000149011612
0.10000000149011612
0.0
0.0
0.0
0.0
0.0
0.0
0.10000000149011612
0.0
0.0
0.10000000149011612
0.10000000149011612
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.20000000298023224
0.0
0.0
0.0
0.0
0.10000000149011612
0.10000000149011612
0.0
0.10000000149011612
0.30000000447034836
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.10000000149011612
0.0
0.0
0.0
0.0
0.0
0.0
0.10000000149011612
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.20000000298023224
0.10000000149011612
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.10000000149011612
0.0
0.0
0.0
0.0
0.0
0.10000000149011612
0.0
0.0
0.0
0.0
0.0
0.10000000149011612
0.0
0.0
0.0
0.0
0.0
0.0
0.10000000149011612
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.10000000149011612
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.10000000149011612
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.10000000149011612
0.10000000149011612
0.0
0.0
0.0
0.0
0.0
0.10000000149011612
